,tconst,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres_x,primaryName,film_2,film_3,film_4,averageRating,original_language,overview,popularity,release_date,runtime,spoken_languages,production_companies_name,region,poster_ok,clean_overview
15770,tt0071992,movie,Pets,Pets,1973,103,Drama,Ralph Grasso,tt0064155,tt0052476,tt0075596,5.6,en,"Naive, but brash and sultry teenage runaway Bonnie finds herself lost and adrift in America. The lovely young lass runs afoul of a colorful array of evil oddballs who all treat her like an object.",3.89,1973-10-01,102.0,['en'],['Dalia Productions'],CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,naive but brash and sultry teenage runaway bonnie finds herself lost and adrift in america the lovely young lass runs afoul of a colorful array of evil oddballs who all treat her like an object
15778,tt0071994,movie,Phantom of the Paradise,Phantom of the Paradise,1974,91,"Comedy,Drama,Fantasy",Keith Allison,tt0078239,tt0119512,tt0126973,7.3,en,"Fledgling singer-songwriter Winslow Leach finds himself double-crossed by the nefarious music producer Swan, who steals both his music and the girl Winslow wants to sing it, Phoenix, for the grand opening of his rock palace, the Paradise. After Swan has Winslow sent to prison for trespassing, Winslow endures a freak accident that leaves him disfigured, after which he seeks revenge on both Swan and the Paradise.",9.878,1974-10-31,92.0,['en'],"['Harbor Productions', '20th Century Fox']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,fledgling singersongwriter winslow leach finds himself doublecrossed by the nefarious music producer swan who steals both his music and the girl winslow wants to sing it phoenix for the grand opening of his rock palace the paradise after swan has winslow sent to prison for trespassing winslow endures a freak accident that leaves him disfigured after which he seeks revenge on both swan and the paradise
15859,tt0072002,movie,Don't Cry with Your Mouth Full,Pleure pas la bouche pleine!,1973,116,"Comedy,Romance",Roland Duval,tt0889606,tt0080509,tt0070952,6.1,fr,"Annie, a 16 years old girl, loves Frédéric who is away doing his national service. During her holidays in the country, she meets Alexandre. He's older, owns a car and she experiences the ""first time"" with him. Back during a leave, Frédéric finds his sweetheart in the arms of this clumsy oaf and eventually hits it off with him.",1.988,1973-10-25,0.0,['fr'],"['Renn Productions', 'Les films du Chef-Lieu', 'Office de Radiodiffusion Télévision Française']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,annie a  years old girl loves frdric who is away doing his national service during her holidays in the country she meets alexandre hes older owns a car and she experiences the first time with him back during a leave frdric finds his sweetheart in the arms of this clumsy oaf and eventually hits it off with him
15861,tt0072052,movie,The Four Charlots Musketeers,Les quatre Charlots mousquetaires,1974,110,"Adventure,Comedy",Gérard Filippelli,tt0072722,tt0454427,tt0194748,5.4,fr,"This French slapstick comedy stars the musician/comedian foursome Les Charlots, as valets to the Four Musketeers. One of the film's highlights is a mutual kicking session between Cardinal Richelieu, the King, and a monk. This comedy foursome was enormously popular in 1970s France, and they made a huge number of films during that period.",4.882,1974-02-13,110.0,['fr'],['Canal+'],CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,this french slapstick comedy stars the musiciancomedian foursome les charlots as valets to the four musketeers one of the films highlights is a mutual kicking session between cardinal richelieu the king and a monk this comedy foursome was enormously popular in s france and they made a huge number of films during that period
15863,tt0072067,movie,Act of Vengeance,Act of Vengeance,1974,90,"Crime,Drama,Horror",Holly Harris,tt0074419,tt0051329,tt0054474,5.5,en,"A woman is sexually assaulted by a serial rapist wearing a hockey mask. She and other victims form a squad that targets would-be rapists, all the while searching for the mask wearing maniac that raped them all.",2.165,1974-01-02,90.0,['en'],['American International Pictures'],US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a woman is sexually assaulted by a serial rapist wearing a hockey mask she and other victims form a squad that targets wouldbe rapists all the while searching for the mask wearing maniac that raped them all
15869,tt0072081,movie,The Return of the Pink Panther,The Return of the Pink Panther,1975,113,"Comedy,Crime,Mystery",Burt Kwouk,tt0078163,tt0073631,tt0058150,7.0,en,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,14.466,1975-05-21,113.0,['en'],"['United Artists', 'Jewel Productions', 'Pimlico Films', 'ITC Entertainment']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,the famous pink panther jewel has once again been stolen and inspector clouseau is called in to catch the thief the inspector is convinced that the phantom has returned and utilises all of his resources  himself and his asian manservant  to reveal the identity of the phantom
15890,tt0072172,movie,The Sister in Law,The Sister in Law,1975,85,Drama,Robert Baines,tt0046612,tt0374370,tt0042074,4.7,en,"Robert and Edward are brothers involved in a web of adultery and deceit. They share Edward's wife and his mistress and a mission to deliver a package of jewels across the Canadian border, but the mission turns out to be deadly.",1.428,1974-07-04,85.0,['en'],"['Loose Reel Productions', 'M.S.W. Productions', 'Crown International Productions']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,robert and edward are brothers involved in a web of adultery and deceit they share edwards wife and his mistress and a mission to deliver a package of jewels across the canadian border but the mission turns out to be deadly
15894,tt0072189,movie,Son of Dracula,Son of Dracula,1973,90,"Comedy,Fantasy,Horror",Bobby Keys,tt11086568,tt0070283,tt0153688,4.2,en,"Due to be crowned King of the Netherworld by his mentor Merlin the Magician, Count Downe–the son of Count Dracula–falls in love with the beautiful but human Amber and finds himself in conflict with Baron Frankenstein, who is vying for the same honorary title.",1.58,1974-04-12,90.0,['en'],['Apple Corps'],CA,https://media.themoviedb.org/t/p/w220_and_h330_face/uqAriDycNQ5AK0P750QBUnWna5N.jpg,due to be crowned king of the netherworld by his mentor merlin the magician count downethe son of count draculafalls in love with the beautiful but human amber and finds himself in conflict with baron frankenstein who is vying for the same honorary title
15900,tt0072195,movie,Space Is the Place,Space Is the Place,1974,82,"Music,Sci-Fi",Danny Thompson,tt25496216,tt0168358,Pas de film,6.5,en,"Sun Ra and his Solar Myth Arkestra return to Earth after several years in space. Ra proclaims himself ""the alter-destiny"", meets with inner-city youths and battles with the devil himself to save the black race.",2.007,1974-11-01,82.0,['en'],['North American Star System'],CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,sun ra and his solar myth arkestra return to earth after several years in space ra proclaims himself the alterdestiny meets with innercity youths and battles with the devil himself to save the black race
15903,tt0072225,movie,Sugar Hill,Sugar Hill,1974,91,"Action,Crime,Horror",Larry Don Johnson,tt0420227,Pas de film,Pas de film,5.8,en,"When her boyfriend is brutally murdered, after refusing to be shaken down by the local gangsters running their protection racket, Sugar Hill, decides not to get mad, but BAD! Calling upon the help of aged voodoo queen Mama Maitresse, Sugar entreats her to call upon Baron Zamedi, the Lord of the Dead, for help in gaining a gruesome revenge. In exchange for her soul, the Dark Master raises up a zombie army to do her bidding. The bad guys who thought they were getting away clean are about to find out that they're DEAD wrong.",2.642,1974-02-01,91.0,['en'],['American International Pictures'],US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,when her boyfriend is brutally murdered after refusing to be shaken down by the local gangsters running their protection racket sugar hill decides not to get mad but bad calling upon the help of aged voodoo queen mama maitresse sugar entreats her to call upon baron zamedi the lord of the dead for help in gaining a gruesome revenge in exchange for her soul the dark master raises up a zombie army to do her bidding the bad guys who thought they were getting away clean are about to find out that theyre dead wrong
15921,tt0072226,movie,The Sugarland Express,The Sugarland Express,1974,110,"Crime,Drama",Kenneth Crone,Pas de film,Pas de film,Pas de film,6.7,en,"Married small-time crooks Lou-Jean and Clovis Poplin lose their baby to the state of Texas and resolve to do whatever it takes to get him back. Lou-Jean gets Clovis out of jail, and the two steal their son from his foster home, in addition to taking a highway patrolman hostage. As a massive dragnet starts to pursue them across Texas, the couple become unlikely folk heroes and even start to bond with the captive policeman.",11.856,1974-04-05,110.0,['en'],"['Universal Pictures', 'Zanuck/Brown Productions']",CA,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,married smalltime crooks loujean and clovis poplin lose their baby to the state of texas and resolve to do whatever it takes to get him back loujean gets clovis out of jail and the two steal their son from his foster home in addition to taking a highway patrolman hostage as a massive dragnet starts to pursue them across texas the couple become unlikely folk heroes and even start to bond with the captive policeman
15928,tt0072238,movie,The Swordsman,The Swordsman,1975,90,"Action,Crime,Drama",Bob Prowse,tt2949296,Pas de film,Pas de film,4.7,en,"When Harriet Zapper is hired to find the identity of Karel Duval, and the true heir to the Duval family fortune, a bloody trail of murders leads the Big Zapper from London to the South of France and into a hornet's nest of betrayal and death.",0.6,1974-01-04,90.0,['en'],['Lindsay Shonteff Film Productions Limited'],GB,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,when harriet zapper is hired to find the identity of karel duval and the true heir to the duval family fortune a bloody trail of murders leads the big zapper from london to the south of france and into a hornets nest of betrayal and death
15930,tt0072239,movie,Symptoms,Symptoms,1974,92,Horror,José Ramón Larraz,tt0065210,tt0081432,tt0072354,6.4,en,"A young woman is invited by her girlfriend, who lives in an English country mansion, to stay there with her. The estate, however, isn't quite what it seems--and neither is the friend who issued the invitation.",3.097,1974-05-10,91.0,['en'],['Finition Productions'],GB,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,a young woman is invited by her girlfriend who lives in an english country mansion to stay there with her the estate however isnt quite what it seemsand neither is the friend who issued the invitation
15935,tt0072251,movie,The Taking of Pelham One Two Three,The Taking of Pelham One Two Three,1974,104,"Action,Crime,Thriller",Anna Berger,tt0097123,tt0162346,tt0960144,7.6,en,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",9.739,1974-10-02,104.0,['en'],"['Palladium', 'Palomar Pictures International']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,in new york armed men hijack a subway car and demand a ransom for the passengers even if its paid how could they get away
16031,tt0072263,movie,Ten Little Indians,Ein Unbekannter rechnet ab,1974,98,"Crime,Mystery,Thriller",Maria Rohm,tt0062870,tt0064494,tt0062808,5.7,en,"Ten people are invited to a hotel for a weekend getaway by a Mr. U. N. Owen, who mysteriously isn't in attendance. When the group gets together for their first dinner, a record is played in which Mr. Owen accuses each guest of committing various unpunished crimes, which sets off a series of murders in the hotel.",9.707,1974-09-24,98.0,['en'],"['Talía Films', 'Corona Filmproduktion', 'Coralta Cinematografica', 'COMECI', 'Oceania Film']",US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,ten people are invited to a hotel for a weekend getaway by a mr u n owen who mysteriously isnt in attendance when the group gets together for their first dinner a record is played in which mr owen accuses each guest of committing various unpunished crimes which sets off a series of murders in the hotel
16041,tt0072271,movie,The Texas Chain Saw Massacre,The Texas Chain Saw Massacre,1974,83,Horror,Marilyn Burns,tt0110978,tt1572315,tt0074621,7.4,en,"When Sally hears that her grandfather's grave may have been vandalized, she and her paraplegic brother, Franklin, set out with their friends to investigate. After a detour to their family's old farmhouse, they discover a group of crazed, murderous outcasts living next door. As the group is attacked one by one by the chainsaw-wielding Leatherface, who wears a mask of human skin, the survivors must do everything they can to escape.",27.468,1974-10-01,83.0,['en'],['Vortex'],US,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.RmTOmKj7CXV94QH65Et1vAHaHa%3Fpid%3DApi&f=1&ipt=aeb51eaa73fe1257b3706f09f7dad627fbade16f5469936c7346d411573f0d7f&ipo=images,when sally hears that her grandfathers grave may have been vandalized she and her paraplegic brother franklin set out with their friends to investigate after a detour to their familys old farmhouse they discover a group of crazed murderous outcasts living next door as the group is attacked one by one by the chainsawwielding leatherface who wears a mask of human skin the survivors must do everything they can to escape
